venue,venue_id,reviews,user_id,user_name,ratings,Venue,City,State,Category,Address,Distance From Venue
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"This is a tiny little museum near Niagra Falls that my fiancee had in his head was amazing, because as a child, his parents had taken him and his brothers...",Zq_i9_--tP3tlYUXh3aj7g,Danielle M.,3.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"We were on this tour today with this company only to be told to go F*K ourselves by the tour guide whos name is Erez.  Yes, the tour guide told me,  a 7...",8nyC55J4wxeIk55M2BmKjQ,Marcela B.,1.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"I'm going to give the tour company 5 stars based on the fact that;
A.  We were picked up promptly.
B.  Our tour guide/driver was incredibly knowledgeable of...",0sY-VHHiUaq8_lmPmpT4Ig,John W.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,Dirk did an amazing job of showing us around. This is a MUST if you are visiting the falls. We saved literal hours at every stop by being part of the tour...,cTJsmLEU5tDhR0Pkk-_W9g,Nathan V.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"We came across this museum on accident, we just happen to walking about Old Montreal.  We thought why not? 

Well, unless you're really really into fashion,...",IzJ36jX6V6ky5BtoN-Agng,Chun P.,3.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,Amazing exhibit showcasing vintage crocheted creations by designer Francine Vandelac. Wow! Was blown away with her designs! I left wanting to take up...,ZpgO5xcaooBwpRxFpzS6Yg,Mia W.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"Small museum located on the first floor of a larger shopping center. We spent about 45 minutes here, which was enough time to look carefully at everything...",xJAqt3U9L8UaeWwsqg263Q,Finlay L.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"If you have kids, you need to take them here, done. 

We wend during a school day and it was very empty which at first was a little strange but after our...",YDAL4CBJcp3xrYgAGVGgaQ,Darren L.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"It's definitely tired and old - the place needs a revamp - I would say it actually should be relocated to a brand new site with a brand new, larger...",J8FB2IsFvdugtTnhNV4Thg,Bill M.,3.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"So we took our little guy here. 40th anniversary. The advertising said 40th Anniversary party free. Lots to do. Etc.
We pull in and notice right away a hot...",xdtFosYP6-6mtuE3_o8Tcw,T W.,1.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,I have been a member here for a long time but never wrote a review. A beautiful Health Club in the heart of the Financial District. The gym sits on the 36th...,GgKLEr-g6n6zoy7HAxvzBA,Mark M.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,I got to try out TAC for the day as my friend is a member.  I was greeted at reception by a wonderful lady who seemed to know all the members by name....,L2QfL9m2TOqJLlGZA5M59A,Elaine W.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"When I moved back to Toronto, I was looking for gyms in the Toronto core where I could swim or do water exercises, since after my back surgery this was...",BpNAPKjA2O6rTu5APobHjQ,Bahi K.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"A stunningly beautiful venue, the CMCP overlooks the Rideau Canal's entrance into the Ottawa river in the city's downtown core, steps away from Parliament...",lSiTGAO5eQiq7e-idlt5wA,Azim A.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,My youngest son is a huge hockey fan and went to Toronto for a Raptors game and visit the Hall of Fame as two of the primary reasons for the visit.  We...,vs844SYuQRjULR9oXC0Ckw,Rob K.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"I really enjoyed HHOf, even though I'm not a hockey fan and I'm pretty sure I've never seen a game. There's lots of history here, from the origins of the...",vlCsZP2OzAD6yHwcTfcU5w,Nikki J.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,This is a great place to visit if you are a hockey fan! Loved learning all about the history of hockey and seeing the evolution of the hockey equipment. The...,iUb8-H-tU0SmoboEnilp6A,Jen C.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,I saw online that the RAM was offering free admission for Family Day. There were a limited number of tickets available for designated times throughout the...,mdOX-9te4ZFFnuDOEKbyZw,Kat W.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,Quite honestly I didn't expect this museum to be so beautiful. It's quite large and lots of educational interactive tools. It has artifacts for all things a...,5QiqSv4DG5FIob-2SV-Ptw,Ace T.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,This was my first time visiting this museum. It was nicely set up to showcase prehistoric to modern day Alberta. I found a lot of interesting things to see....,0EmnoUubRANjWm00ExwGYg,C. H.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,I've always enjoyed my visits here. The exterior is unique and the exhibits are usually interesting. There is a enough change to warrant a visit or two a...,cXygp0ImOmk69aazAm9V0A,Rocky P.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"I have to say the art work was underwhelming. 

There was lots of space but very little to take in. I've spent more time dropping in at the art store in...",t19zEGcgSa8_L2Zx7gYR0A,Jordan S.,3.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"Me and my friends always like to stop by the gallery once every so often, students get to enjoy free admission. Just the building's architecture alone is...",p23Tdx8sZno0W2EJ3vGfKw,Camila H.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,I was here recently for an Edmonton NextGen event and it was nice to set foot into this space for the first time in ages. I hadn't been here in quite some...,kkPgJv6KBFN15caG7NYYlg,Ali G.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"What a great place to host a business meeting! Great location and easy to access, and so unique! We had a very spacious room for our meeting, and it was set...",U2cTPixd8mQxM6CHmacHgA,Bonnie A.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,I went here for The Vixens of Vintage show. It is a very nice building and is well-maintained. The majority of vendors were in the hallways. There was one...,WaEjVzv6ckIZ_DyPeyE4gA,Cindy F.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"Very nice and beautiful Arts museum in Quebec, Nice for raining day. We got to Quebec in low season, so it is lots of rain and this museum is the one of our...",lloH0WufxlWFtFiq5M2P7g,Chunjai K.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,Staff was friendly... we took the main gallery tour. A bit too contemporary for me... we toured exhibits in one hour.,-3Xwz9M3opgQvQdsrRPNxQ,Lea P.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"MY WHOLE FAMILY ENJOYED OUR VISIT TO THIS MUSEUM
=================================================
My husband, son and I were supposed to go to Montmorency...",o8Lo2pvM19nyYPBBycgSVg,Cydney M.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"Costumed tour guides aren't something I regularly encounter but here in French Canada that pattern changed.  Specifically, here at the Plains of Abraham...",jqWQN0GIjG1165G--R0JLw,Tracey A.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"The Plains of Abraham is a historic area within the Battlefields Park in Quebec City.  The land is the site of the Battle of the Plains of Abraham, which...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,4.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"An excellent place to be, especially if you're interested in Canadian history. Do not miss this if you're visiting La Citadelle de Quebec. It has many...",aEdwKSzDnHIadYuWya5y_A,Jay M.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,Had the pleasure of visiting this museum during a cruise a few months ago. My husband and I had some time to kill before we headed to Peggy's Cove and...,vqXRWkloumbayzntY6HOGg,Alyssa G.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,This was a great stop on our trip. Lots to see and some great artifacts from the Titanic. Seniors 65+ get a reduced rate and regular tickets are only 9.58...,5pc98BVnSXsuVI9KMUjSMw,Dede C.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Musée National des Beaux-Arts du Québec,p2sem1avoSIYDuJcDgos8A,"I visited Halifax during a recent cruise.  While I was in port for the day, I made a quick trip to this museum as I wanted to see the Titanic artifacts....",sk6lBXjKX_QzdgDUqsuQxw,Chris L.,5.0,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,179 Grande Allee O,673.0
Societe Economusee du Quebec,,,,,,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,503 Grande Allée E,239.0
Monument de Montcalm,,,,,,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,"Museum,Historic and Protected Site","Grande Allée, Quebec QC",325.0
Conseil des Monuments et Sites du Québec,,,,,,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,Museum,82 Grande Allee O,456.0
Promenade des Ecrivains,,,,,,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,"Museum,Tour Provider",755 Saint-Jean Rue,568.0
Maison de la Decouverte,,,,,,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,"History Museum,Farm",835 Wilfrid Laurier Ave,688.0
Parc des Champs de Bataille,,,,,,Salle Louis-Fréchette du Grand Théâtre de Québec,Quebec,Quebec,"Museum,Landmarks and Outdoors",Quebec QC,730.0
RBC Glass Room,,,,,,The Rec Room - Mississauga,Mississauga ,Ontario,Museum,100 Queen's Pk,687.0
The Bat Cave,,,,,,The Rec Room - Mississauga,Mississauga ,Ontario,Science Museum,Royal Ontario Museum,807.0
Friends of South Asia at the Royal Ontario Mus eum,,,,,,The Rec Room - Mississauga,Mississauga ,Ontario,Museum,100 Queen's Pk,739.0
BC Sports Hall of Fame,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,Museum,Gate Aaa Bc Pl,400.0
Bill Reid Gallery of Northwest Coast Art,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,Museum,639 Hornby St,584.0
Chinese Cultural Centre of Greater Vancouver 大溫哥華中華文化中心,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,History Museum,50 Pender St E,927.0
Audain Gallery,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,"Art Gallery,Museum,Public Art,College and University",149 Hastings St W,520.0
Word Vancouver,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,"Exhibit,Non-Profit Organization",207 Hastings St W,610.0
B C Book Prizes,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,Art Museum,207 Hastings St W,617.0
Engine 374 Pavillion,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,History Museum,181 Roundhouse Mews,773.0
Vancouver New Music Society,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,Art Museum,837 Davie St,801.0
Sacred Circle,,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,Art Museum,33 Cordova St W,904.0
"Chinese Canadian Museum, Vancouver",,,,,,Revelry Food+Music Hub,Kelowna,British Columbia,History Museum,27 Pender St E,942.0
Canadian Exhibition Centre,,,,,,Bell Performing Arts Centre,Surrey,British Columbia,Museum,255 Front St W,965.0
"Rue du Petit Champlain, Québec, QC G1K",,,,,,Petit Campus,Montreal,Quebec,"Museum,Organization",1 CôTE de la CITADELLE,811.0
Native Women in the Arts,,,,,,The Palace Theatre (Formerly Flames Central),Calgary,Alberta,Museum,401 Richmond St W,227.0
Robert F. Osborne Centre,,,,,,Bonnyville Centennial Centre - Graham Field House,Bonnyville,Alberta,Museum,6108 Thunderbird Blvd,109.0
Mackenzie House,,,,,,Bonnyville Centennial Centre - Graham Field House,Bonnyville,Alberta,Museum,5775 Toronto Rd,449.0
Canadian Broadcasting Centre,,,,,,Cochrane Lions Club Event Centre,Cochrane,Alberta,Museum,250 Front St W,772.0
Canadian Exhibition Centre,,,,,,Cochrane Lions Club Event Centre,Cochrane,Alberta,Museum,255 Front St W,846.0
Vancouver Centre For Contemp,,,,,,Centre D'Excellence Sports Rousseau,Boisbriand,Quebec,Museum,849 Homer St,881.0
Canadian Craft & Design Museum,,,,,,Centre D'Excellence Sports Rousseau,Boisbriand,Quebec,Museum,639 Hornby St,968.0
Hamilton Police Svc,,,,,,Hamilton Golf and Country Club,Ancaster,Ontario,History Museum,314 Wilson St E,464.0
Fieldcote Memorial Park & Museum,,,,,,Hamilton Golf and Country Club,Ancaster,Ontario,History Museum,64 Sulphur Springs Rd,559.0
Cape Breton Centre For Heritage and Science,,,,,,Centre 200 ,Sydney,Nova Scotia,History Museum,225 George St,615.0
Maritime Museum of the Atlantic,Ei-bMnKvnPD4wiAlq0Jjeg,This is one of the worst museums I have ever visited. Very dry and boring. It smells bad and the tour was horrible. The lady showing us the taxidermy mounts...,KdjoBdWGyU1S7gcJ7CzSAg,Sandy C.,1.0,Atlantic Canada Venue TBD,Halifax,Nova Scotia,Museum,1675 Lower Water St,180.0
Maritime Museum of the Atlantic,Ei-bMnKvnPD4wiAlq0Jjeg,I didn't feel like there was anything special about this place. The exhibit I found most interesting was the native artifacts they had on display. On the...,XR-vgJX3LvdPDwNoEzWRkw,C C.,2.0,Atlantic Canada Venue TBD,Halifax,Nova Scotia,Museum,1675 Lower Water St,180.0
Maritime Museum of the Atlantic,Ei-bMnKvnPD4wiAlq0Jjeg,This is suppose to be a tourist attraction place but over time it is no longer is. There are a few business upstairs but the place is so run down that you...,jpIGlAym6z88W2xzHiK5_A,Denise W.,1.0,Atlantic Canada Venue TBD,Halifax,Nova Scotia,Museum,1675 Lower Water St,180.0
